odeur,couleur_spore,couleur_lamelles,meurtrissures,type_anneau,population,habitat,classe
aucun,noir,rose,oui,pendant,plusieurs,forets,comestible
piquant,noir,blanc,oui,pendant,disperse,herbes,toxique
piquant,noir,rose,oui,pendant,disperse,urbain,toxique
piquant,marron,rose,oui,pendant,disperse,urbain,toxique
anis,noir,gris,oui,pendant,nombreux,prairies,comestible
piquant,noir,noir,oui,pendant,disperse,herbes,toxique
aucun,noir,rose,non,evanescent,abondant,herbes,comestible
aucun,marron,marron,non,evanescent,disperse,herbes,comestible
aucun,noir,marron,oui,pendant,solitaire,forets,comestible
aucun,noir,chocolat,non,evanescent,abondant,herbes,comestible
aucun,noir,rose,non,evanescent,disperse,herbes,comestible
aucun,marron,marron,non,evanescent,disperse,herbes,comestible
piquant,marron,rose,oui,pendant,disperse,urbain,toxique
piquant,noir,blanc,oui,pendant,plusieurs,herbes,toxique
aucun,noir,rose,non,evanescent,disperse,herbes,comestible
aucun,marron,rose,non,evanescent,disperse,herbes,comestible
aucun,noir,marron,oui,pendant,plusieurs,forets,comestible
aucun,marron,noir,non,evanescent,disperse,herbes,comestible
aucun,noir,chocolat,non,evanescent,abondant,herbes,comestible
piquant,marron,noir,oui,pendant,plusieurs,urbain,toxique
aucun,marron,marron,non,evanescent,abondant,herbes,comestible
piquant,marron,rose,oui,pendant,plusieurs,herbes,toxique
aucun,noir,marron,non,evanescent,abondant,herbes,comestible
aucun,noir,rose,non,evanescent,disperse,herbes,comestible
aucun,marron,marron,non,evanescent,abondant,herbes,comestible
aucun,marron,marron,oui,pendant,solitaire,forets,comestible
aucun,marron,chocolat,non,evanescent,disperse,herbes,comestible
piquant,marron,noir,oui,pendant,disperse,urbain,toxique
aucun,marron,rose,oui,pendant,plusieurs,forets,comestible
aucun,noir,marron,non,evanescent,disperse,herbes,comestible
aucun,noir,noir,non,evanescent,disperse,herbes,comestible
aucun,marron,rose,non,evanescent,disperse,herbes,comestible
aucun,noir,rose,oui,pendant,plusieurs,forets,comestible
aucun,marron,marron,oui,pendant,solitaire,forets,comestible
aucun,noir,chocolat,non,evanescent,abondant,herbes,comestible
aucun,noir,marron,non,evanescent,disperse,herbes,comestible
aucun,noir,rose,non,evanescent,abondant,herbes,comestible
piquant,noir,marron,oui,pendant,plusieurs,urbain,toxique
aucun,marron,rose,non,evanescent,disperse,herbes,comestible
aucun,marron,chocolat,non,evanescent,abondant,herbes,comestible
aucun,marron,noir,non,evanescent,disperse,herbes,comestible
aucun,noir,rose,non,evanescent,abondant,herbes,comestible
aucun,marron,noir,non,evanescent,abondant,herbes,comestible
piquant,noir,rose,oui,pendant,disperse,herbes,toxique
aucun,marron,noir,non,evanescent,disperse,herbes,comestible
aucun,marron,noir,non,evanescent,abondant,herbes,comestible
aucun,noir,marron,non,evanescent,disperse,herbes,comestible
aucun,noir,rose,non,evanescent,disperse,herbes,comestible
aucun,noir,noir,non,evanescent,abondant,herbes,comestible
anis,noir,marron,oui,pendant,solitaire,herbes,comestible
piquant,noir,marron,oui,pendant,plusieurs,urbain,toxique
aucun,noir,rose,non,evanescent,abondant,herbes,comestible
aucun,noir,noir,non,evanescent,disperse,herbes,comestible
aucun,marron,chocolat,non,evanescent,disperse,herbes,comestible
piquant,marron,rose,oui,pendant,disperse,herbes,toxique
aucun,noir,rose,non,evanescent,disperse,herbes,comestible
piquant,marron,rose,oui,pendant,disperse,urbain,toxique
aucun,noir,marron,non,evanescent,disperse,herbes,comestible
aucun,noir,rose,non,evanescent,disperse,herbes,comestible
aucun,noir,marron,non,evanescent,abondant,herbes,comestible
aucun,noir,marron,non,evanescent,disperse,herbes,comestible
aucun,marron,chocolat,non,evanescent,disperse,herbes,comestible
aucun,marron,rose,non,evanescent,disperse,herbes,comestible
aucun,noir,noir,non,evanescent,abondant,herbes,comestible
aucun,noir,rose,non,evanescent,disperse,herbes,comestible
aucun,marron,rose,non,evanescent,abondant,herbes,comestible
amande,noir,marron,oui,pendant,nombreux,prairies,comestible
aucun,marron,noir,non,evanescent,disperse,herbes,comestible
aucun,noir,chocolat,non,evanescent,abondant,herbes,comestible
aucun,marron,marron,non,evanescent,abondant,herbes,comestible
aucun,marron,rose,oui,pendant,solitaire,forets,comestible
piquant,noir,blanc,oui,pendant,disperse,urbain,toxique
aucun,marron,rose,oui,pendant,solitaire,forets,comestible
aucun,marron,chocolat,non,evanescent,abondant,herbes,comestible
aucun,noir,rose,oui,pendant,solitaire,forets,comestible
aucun,marron,marron,non,evanescent,abondant,herbes,comestible
aucun,noir,noir,non,evanescent,disperse,herbes,comestible
aucun,noir,chocolat,non,evanescent,abondant,herbes,comestible
amande,noir,gris,oui,pendant,disperse,prairies,comestible
aucun,marron,marron,non,evanescent,abondant,herbes,comestible
aucun,marron,chocolat,non,evanescent,abondant,herbes,comestible
aucun,marron,marron,non,evanescent,disperse,herbes,comestible
amande,noir,gris,oui,pendant,disperse,herbes,comestible
aucun,noir,chocolat,non,evanescent,disperse,herbes,comestible
anis,marron,marron,oui,pendant,disperse,herbes,comestible
aucun,noir,marron,non,evanescent,disperse,herbes,comestible
aucun,marron,noir,non,evanescent,abondant,herbes,comestible
aucun,marron,marron,non,evanescent,disperse,herbes,comestible
aucun,marron,marron,non,evanescent,abondant,herbes,comestible
aucun,marron,marron,non,evanescent,disperse,herbes,comestible
aucun,marron,blanc,oui,pendant,solitaire,forets,comestible
aucun,noir,marron,non,evanescent,disperse,herbes,comestible
amande,noir,gris,oui,pendant,nombreux,prairies,comestible
aucun,noir,marron,non,evanescent,abondant,herbes,comestible
piquant,noir,marron,oui,pendant,disperse,urbain,toxique
aucun,marron,chocolat,non,evanescent,disperse,herbes,comestible
piquant,marron,marron,oui,pendant,disperse,urbain,toxique
aucun,noir,chocolat,non,evanescent,disperse,herbes,comestible
aucun,marron,noir,non,evanescent,disperse,herbes,comestible
piquant,marron,rose,oui,pendant,disperse,herbes,toxique
aucun,noir,rose,non,evanescent,abondant,herbes,comestible
piquant,marron,rose,oui,pendant,disperse,urbain,toxique
aucun,marron,rose,non,evanescent,disperse,herbes,comestible
aucun,noir,rose,non,evanescent,disperse,herbes,comestible
piquant,marron,blanc,oui,pendant,plusieurs,herbes,toxique
aucun,noir,marron,non,evanescent,abondant,herbes,comestible
aucun,noir,chocolat,non,evanescent,abondant,herbes,comestible
aucun,marron,rose,non,evanescent,disperse,herbes,comestible
aucun,noir,rose,non,evanescent,abondant,herbes,comestible
piquant,noir,noir,oui,pendant,disperse,urbain,toxique
aucun,noir,noir,non,evanescent,disperse,herbes,comestible
amande,noir,blanc,oui,pendant,solitaire,herbes,comestible
aucun,marron,chocolat,non,evanescent,abondant,herbes,comestible
aucun,noir,noir,non,evanescent,abondant,herbes,comestible
anis,noir,gris,oui,pendant,nombreux,prairies,comestible
aucun,noir,noir,non,evanescent,abondant,herbes,comestible
aucun,noir,marron,non,evanescent,abondant,herbes,comestible
aucun,marron,chocolat,non,evanescent,abondant,herbes,comestible
piquant,marron,blanc,oui,pendant,disperse,urbain,toxique
aucun,marron,chocolat,non,evanescent,abondant,herbes,comestible
amande,noir,blanc,oui,pendant,nombreux,herbes,comestible
aucun,marron,rose,non,evanescent,abondant,herbes,comestible
aucun,noir,chocolat,non,evanescent,disperse,herbes,comestible
aucun,marron,chocolat,non,evanescent,abondant,herbes,comestible
aucun,noir,rose,non,evanescent,disperse,herbes,comestible
aucun,noir,rose,non,evanescent,abondant,herbes,comestible
aucun,marron,rose,oui,pendant,plusieurs,forets,comestible
anis,marron,gris,oui,pendant,nombreux,prairies,comestible
aucun,marron,marron,oui,pendant,plusieurs,forets,comestible
piquant,noir,rose,oui,pendant,disperse,herbes,toxique
aucun,marron,chocolat,non,evanescent,abondant,herbes,comestible
piquant,noir,noir,oui,pendant,plusieurs,urbain,toxique
aucun,marron,marron,non,evanescent,abondant,herbes,comestible
aucun,noir,noir,non,evanescent,abondant,herbes,comestible
aucun,noir,noir,non,evanescent,abondant,herbes,comestible
aucun,marron,marron,non,evanescent,abondant,herbes,comestible
aucun,marron,marron,non,evanescent,disperse,herbes,comestible
anis,noir,gris,oui,pendant,disperse,herbes,comestible
aucun,noir,noir,non,evanescent,abondant,herbes,comestible
aucun,noir,noir,non,evanescent,disperse,herbes,comestible
piquant,noir,rose,oui,pendant,plusieurs,herbes,toxique
aucun,noir,marron,non,evanescent,abondant,herbes,comestible
piquant,noir,marron,oui,pendant,disperse,herbes,toxique
aucun,noir,marron,non,evanescent,abondant,herbes,comestible
aucun,noir,rose,oui,pendant,plusieurs,forets,comestible
aucun,noir,noir,non,evanescent,disperse,herbes,comestible
piquant,marron,blanc,oui,pendant,plusieurs,urbain,toxique
aucun,noir,chocolat,non,evanescent,disperse,herbes,comestible
piquant,marron,blanc,oui,pendant,plusieurs,urbain,toxique
aucun,marron,rose,oui,pendant,plusieurs,forets,comestible
aucun,marron,rose,non,evanescent,disperse,herbes,comestible
amande,marron,marron,oui,pendant,disperse,chemins,comestible
aucun,noir,chocolat,non,evanescent,disperse,herbes,comestible
aucun,marron,rose,non,evanescent,abondant,herbes,comestible
aucun,marron,marron,non,evanescent,disperse,herbes,comestible
aucun,noir,rose,non,evanescent,disperse,herbes,comestible
aucun,marron,marron,non,evanescent,abondant,herbes,comestible
aucun,noir,marron,non,evanescent,disperse,herbes,comestible
aucun,marron,noir,non,evanescent,abondant,herbes,comestible
aucun,marron,blanc,oui,pendant,plusieurs,forets,comestible
aucun,noir,rose,non,evanescent,abondant,herbes,comestible
aucun,noir,rose,non,evanescent,disperse,herbes,comestible
anis,marron,blanc,oui,pendant,disperse,herbes,comestible
aucun,noir,marron,oui,pendant,solitaire,forets,comestible
aucun,noir,noir,non,evanescent,abondant,herbes,comestible
aucun,marron,noir,non,evanescent,disperse,herbes,comestible
aucun,marron,chocolat,non,evanescent,abondant,herbes,comestible
aucun,noir,rose,non,evanescent,disperse,herbes,comestible
aucun,noir,marron,non,evanescent,abondant,herbes,comestible
aucun,noir,noir,non,evanescent,abondant,herbes,comestible
aucun,marron,marron,non,evanescent,disperse,herbes,comestible
aucun,marron,rose,oui,pendant,solitaire,forets,comestible
aucun,marron,noir,non,evanescent,disperse,herbes,comestible
aucun,noir,noir,non,evanescent,abondant,herbes,comestible
aucun,marron,rose,non,evanescent,abondant,herbes,comestible
aucun,noir,rose,non,pendant,solitaire,urbain,comestible
piquant,noir,rose,oui,pendant,disperse,urbain,toxique
piquant,marron,rose,oui,pendant,plusieurs,herbes,toxique
aucun,marron,marron,non,evanescent,abondant,herbes,comestible
aucun,marron,noir,non,evanescent,abondant,herbes,comestible
aucun,marron,chocolat,non,evanescent,disperse,herbes,comestible
aucun,marron,chocolat,non,evanescent,disperse,herbes,comestible
aucun,noir,chocolat,non,evanescent,disperse,herbes,comestible
aucun,noir,marron,non,evanescent,abondant,herbes,comestible
aucun,marron,rose,non,evanescent,disperse,herbes,comestible
aucun,noir,marron,non,evanescent,abondant,herbes,comestible
aucun,noir,marron,oui,pendant,plusieurs,forets,comestible
piquant,marron,noir,oui,pendant,plusieurs,urbain,toxique
aucun,marron,chocolat,non,evanescent,disperse,herbes,comestible
aucun,marron,marron,oui,pendant,plusieurs,forets,comestible
piquant,marron,noir,oui,pendant,disperse,urbain,toxique
piquant,noir,noir,oui,pendant,plusieurs,herbes,toxique
piquant,noir,marron,oui,pendant,disperse,urbain,toxique
aucun,marron,chocolat,non,evanescent,abondant,herbes,comestible
aucun,marron,chocolat,non,evanescent,disperse,herbes,comestible
aucun,noir,chocolat,non,evanescent,abondant,herbes,comestible
aucun,noir,chocolat,non,evanescent,abondant,herbes,comestible
aucun,noir,noir,non,evanescent,abondant,herbes,comestible
piquant,marron,rose,oui,pendant,plusieurs,herbes,toxique
piquant,noir,marron,oui,pendant,plusieurs,herbes,toxique
aucun,marron,rose,non,evanescent,abondant,herbes,comestible
aucun,noir,noir,non,evanescent,abondant,herbes,comestible
aucun,marron,chocolat,non,evanescent,disperse,herbes,comestible
aucun,noir,blanc,oui,pendant,plusieurs,forets,comestible
aucun,marron,marron,oui,pendant,plusieurs,forets,comestible
aucun,noir,rose,non,evanescent,abondant,herbes,comestible
aucun,marron,marron,non,evanescent,disperse,herbes,comestible
aucun,noir,noir,non,evanescent,abondant,herbes,comestible
anis,marron,marron,oui,pendant,nombreux,prairies,comestible
aucun,marron,marron,non,evanescent,abondant,herbes,comestible
aucun,marron,chocolat,non,evanescent,disperse,herbes,comestible
aucun,marron,marron,non,evanescent,disperse,herbes,comestible
aucun,marron,rose,non,evanescent,abondant,herbes,comestible
aucun,marron,marron,non,evanescent,disperse,herbes,comestible
aucun,noir,chocolat,non,evanescent,disperse,herbes,comestible
aucun,marron,chocolat,non,evanescent,disperse,herbes,comestible
aucun,noir,rose,non,evanescent,disperse,herbes,comestible
aucun,marron,rose,non,evanescent,disperse,herbes,comestible
aucun,noir,marron,non,evanescent,abondant,herbes,comestible
aucun,marron,rose,non,evanescent,disperse,herbes,comestible
aucun,noir,chocolat,non,evanescent,disperse,herbes,comestible
aucun,marron,marron,non,evanescent,abondant,herbes,comestible
aucun,noir,chocolat,non,evanescent,disperse,herbes,comestible
aucun,noir,rose,non,evanescent,abondant,herbes,comestible
amande,noir,gris,oui,pendant,nombreux,herbes,comestible
anis,noir,marron,oui,pendant,nombreux,herbes,comestible
aucun,noir,rose,non,evanescent,abondant,herbes,comestible
piquant,noir,noir,oui,pendant,disperse,herbes,toxique
aucun,marron,noir,non,evanescent,disperse,herbes,comestible
piquant,noir,blanc,oui,pendant,disperse,urbain,toxique
aucun,marron,marron,oui,pendant,plusieurs,forets,comestible
piquant,noir,blanc,oui,pendant,plusieurs,urbain,toxique
anis,marron,gris,oui,pendant,disperse,herbes,comestible
anis,marron,marron,oui,pendant,nombreux,prairies,comestible
anis,marron,marron,oui,pendant,solitaire,chemins,comestible
aucun,marron,marron,non,evanescent,disperse,herbes,comestible
aucun,noir,rose,non,evanescent,disperse,herbes,comestible
aucun,noir,rose,non,evanescent,abondant,herbes,comestible
aucun,noir,marron,non,evanescent,abondant,herbes,comestible
aucun,marron,chocolat,non,evanescent,disperse,herbes,comestible
aucun,noir,marron,non,evanescent,abondant,herbes,comestible
aucun,noir,marron,non,evanescent,disperse,herbes,comestible
anis,marron,marron,oui,pendant,nombreux,herbes,comestible
aucun,noir,rose,non,evanescent,disperse,herbes,comestible
anis,noir,blanc,oui,pendant,disperse,prairies,comestible
piquant,noir,marron,oui,pendant,plusieurs,herbes,toxique
aucun,noir,rose,non,evanescent,disperse,herbes,comestible
aucun,noir,chocolat,non,evanescent,disperse,herbes,comestible
aucun,marron,marron,non,evanescent,disperse,herbes,comestible
aucun,marron,chocolat,non,evanescent,disperse,herbes,comestible
aucun,marron,rose,oui,pendant,solitaire,forets,comestible
aucun,noir,marron,oui,pendant,solitaire,forets,comestible
amande,marron,marron,oui,pendant,solitaire,chemins,comestible
aucun,noir,blanc,oui,pendant,solitaire,forets,comestible
aucun,marron,rose,non,evanescent,abondant,herbes,comestible
aucun,noir,chocolat,non,evanescent,disperse,herbes,comestible
aucun,marron,marron,non,evanescent,abondant,herbes,comestible
aucun,marron,noir,non,evanescent,abondant,herbes,comestible
aucun,noir,marron,non,evanescent,disperse,herbes,comestible
aucun,marron,marron,non,evanescent,abondant,herbes,comestible
aucun,marron,noir,non,evanescent,abondant,herbes,comestible
aucun,marron,noir,non,evanescent,abondant,herbes,comestible
aucun,noir,blanc,oui,pendant,solitaire,forets,comestible
aucun,marron,noir,non,evanescent,disperse,herbes,comestible
aucun,noir,marron,non,evanescent,disperse,herbes,comestible
piquant,noir,blanc,oui,pendant,disperse,herbes,toxique
aucun,noir,marron,oui,pendant,solitaire,forets,comestible
aucun,noir,rose,non,evanescent,disperse,herbes,comestible
aucun,noir,marron,non,evanescent,disperse,herbes,comestible
piquant,marron,marron,oui,pendant,plusieurs,urbain,toxique
aucun,noir,noir,non,evanescent,disperse,herbes,comestible
aucun,noir,marron,oui,pendant,plusieurs,forets,comestible
aucun,noir,rose,non,evanescent,abondant,herbes,comestible
aucun,noir,chocolat,non,evanescent,disperse,herbes,comestible
aucun,marron,blanc,oui,pendant,plusieurs,forets,comestible
aucun,marron,chocolat,non,evanescent,abondant,herbes,comestible
aucun,marron,rose,non,evanescent,abondant,herbes,comestible
anis,noir,blanc,oui,pendant,nombreux,herbes,comestible
anis,marron,noir,oui,pendant,nombreux,prairies,comestible
aucun,marron,rose,non,evanescent,disperse,herbes,comestible
aucun,noir,noir,non,evanescent,abondant,herbes,comestible
aucun,noir,marron,non,evanescent,disperse,herbes,comestible
aucun,noir,rose,non,evanescent,abondant,herbes,comestible
aucun,marron,chocolat,non,evanescent,abondant,herbes,comestible
aucun,marron,marron,non,evanescent,disperse,herbes,comestible
amande,marron,gris,oui,pendant,nombreux,prairies,comestible
piquant,noir,noir,oui,pendant,plusieurs,herbes,toxique
aucun,noir,noir,non,evanescent,abondant,herbes,comestible
